,date,fft_power
562,2010-09-30,0.02967831
563,2010-09-30,0.01477058
564,2010-09-30,0.00743978
565,2010-09-30,0.00682006
566,2010-09-30,0.00673768
567,2010-09-30,0.00582367
568,2010-09-30,0.00575826
569,2010-09-30,0.00537988
570,2009-10-19,0.02705167
571,2009-10-19,0.02181558
572,2009-10-19,0.01374345
573,2009-10-19,0.00961941
574,2009-10-19,0.00515309
575,2009-10-19,0.00350106
576,2009-10-19,0.00337078
577,2009-10-19,0.00290884
578,2009-10-19,0.00208419
579,2009-10-19,0.00149901
580,2009-08-23,0.09360108
581,2009-08-23,0.0753591
582,2009-08-23,0.02984691
583,2009-08-23,0.01361776
584,2009-08-23,0.01321785
585,2009-08-23,0.01228127
586,2009-08-23,0.01041994
587,2009-08-23,0.00977068
588,2009-08-23,0.00962278
589,2009-08-23,0.00720276
590,2019-01-06,0.00799567
591,2019-01-06,0.0073806
592,2019-01-06,0.00690577
593,2019-01-06,0.0066875
594,2019-01-06,0.00341856
595,2019-01-06,0.00080979
596,2019-01-06,0.00077657
597,2019-01-06,0.00061679
598,2019-01-06,0.00060289
599,2019-01-06,0.00057689
600,2000-12-29,0.0222102
601,2000-12-29,0.01950715
602,2000-12-29,0.01842781
603,2000-12-29,0.015915
604,2000-12-29,0.014727
605,2000-12-29,0.01315582
606,2000-12-29,0.01306357
607,2000-12-29,0.01302445
608,2000-12-29,0.01184377
609,2000-12-29,0.01129202
610,2000-08-18,0.02527983
611,2000-08-18,0.01100936
612,2000-08-18,0.01084296
613,2000-08-18,0.00851021
614,2000-08-18,0.00559692
615,2000-08-18,0.00472527
616,2000-08-18,0.00410627
617,2000-08-18,0.00364818
618,2000-08-18,0.00294064
619,2000-08-18,0.00265959
620,2016-12-22,0.18731673
621,2016-12-22,0.09250216
622,2016-12-22,0.0298187
623,2016-12-22,0.02843291
624,2016-12-22,0.01658332
625,2016-12-22,0.01586702
626,2016-12-22,0.01257297
627,2016-12-22,0.01136295
628,2016-12-22,0.00931283
629,2016-12-22,0.0090902
630,2010-06-24,0.01659624
631,2010-06-24,0.00909735
632,2010-06-24,0.00695072
633,2010-06-24,0.00544741
634,2010-06-24,0.00376631
635,2010-06-24,0.00362808
636,2010-06-24,0.00202769
637,2010-06-24,0.0018767
638,2010-06-24,0.00162239
639,2010-06-24,0.00161728
640,2017-02-15,0.16118363
641,2017-02-15,0.09278823
642,2017-02-15,0.04236733
643,2017-02-15,0.03827454
644,2017-02-15,0.03288149
645,2017-02-15,0.03149131
646,2017-02-15,0.02338386
647,2017-02-15,0.02277513
648,2017-02-15,0.01586352
649,2017-02-15,0.01509015
650,2009-08-04,0.22095784
651,2009-08-04,0.12571009
652,2009-08-04,0.11581229
653,2009-08-04,0.04906611
654,2009-08-04,0.04715159
655,2009-08-04,0.04231705
656,2009-08-04,0.034717
657,2009-08-04,0.0306655
658,2009-08-04,0.02801383
659,2009-08-04,0.02783042
660,2000-12-29,0.02487813
661,2000-12-29,0.00940951
662,2000-12-29,0.00874408
663,2000-12-29,0.00841682
664,2000-12-29,0.00713237
665,2000-12-29,0.00680728
666,2000-12-29,0.00562987
667,2000-12-29,0.00537121
668,2000-12-29,0.00467146
669,2000-12-29,0.00385726
670,2009-08-01,0.21484146
671,2009-08-01,0.07374645
672,2009-08-01,0.07160364
673,2009-08-01,0.05689437
674,2009-08-01,0.04279892
675,2009-08-01,0.03936511
676,2009-08-01,0.02665758
677,2009-08-01,0.02474762
678,2009-08-01,0.0240952
679,2009-08-01,0.01871973
680,2009-08-04,0.00514771
681,2009-08-04,0.00362167
682,2009-08-04,0.00288312
683,2009-08-04,0.00271806
684,2009-08-04,0.00162871
685,2009-08-04,0.00157824
686,2009-08-04,0.00149484
687,2009-08-04,0.00146198
688,2009-08-04,0.00140899
689,2009-08-04,0.00129945
690,2009-08-13,0.05724855
691,2009-08-13,0.05591135
692,2009-08-13,0.05563716
693,2009-08-13,0.05212239
694,2009-08-13,0.04378334
695,2009-08-13,0.04124914
696,2009-08-13,0.03126947
697,2009-08-13,0.02924481
698,2009-08-13,0.02821306
699,2009-08-13,0.02659756
700,2012-01-27,0.04586117
701,2012-01-27,0.04368654
702,2012-01-27,0.03728274
703,2012-01-27,0.03296687
704,2012-01-27,0.02902256
705,2012-01-27,0.02374811
706,2012-01-27,0.02306998
707,2012-01-27,0.02232525
708,2012-01-27,0.01935919
709,2012-01-27,0.01148784
710,2017-02-03,0.01708786
711,2017-02-03,0.01586992
712,2017-02-03,0.01110924
