obsid, lonstart, lonend, wavenum, wavepower, fap,date,normedpeakwavepower
jcf117121unbl,260,616, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 8.696629213483146 6.674157303370786 3.842696629213483 9.101123595505618 8.292134831460674 6.269662921348314 ], [1.111175349909693 1.1102899073479053 0.7277345505264347 0.7276809050492609 0.7192370280190571 0.7191557212544122 0.7182666244872056 0.7080877524804821 0.6877899655057746 0.6877668498723847 0.6853651215026091 0.6546674835865406 0.6544861592796501 0.6451598086069751 0.6451447311233546 ], [8.142490344463726e-94 4.2484713424841804e-91 2.3282469657235975e-85 5.4278468096214833e-76 3.548315411138237e-62 2.285153602940383e-43 3.6846962145493065e-21 3.784825146590019e-17 1.2860505809936667e-15 1.4895839490587396e-10 6.673170301543494e-08 1.588166392727959e-07 3.5443023302599356e-07 1.5984295104600025e-06 1.8835846776362287e-06 ],8-Jun-16,0.136043281
jc054059,181,540, [0.20055710306406685 0.6016713091922006 1.0027855153203342 1.403899721448468 1.8050139275766017 2.2061281337047354 2.6072423398328692 6.618384401114206 6.217270194986072 8.623955431754876 4.211699164345403 7.0194986072423395 4.612813370473537 8.222841225626741 3.0083565459610027 ], [1.086443532888094 1.0750547583122156 0.7164338861804949 0.7164044692632954 0.7135936453288533 0.7134118119303947 0.6998803865833932 0.6949223161675238 0.6863487068651101 0.6863280812712239 0.6840221799433552 0.6744625219387843 0.6737596796378795 0.6647084769884388 0.6646758309272135 ], [9.38791122927197e-90 1.7285602884415407e-88 8.872953818355901e-86 5.06298734224059e-81 2.5820348777366856e-72 4.878214567661289e-55 1.1235432443387122e-28 1.9563178346119273e-14 1.538945660605816e-13 7.928547813090541e-09 1.904792599727281e-08 2.6679698642928943e-07 3.1082707913065465e-07 9.682597685434606e-07 7.91343932432485e-06 ],9-Jul-20,0.133015318
jcf029035un,118,474, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 7.078651685393259 9.101123595505618 3.0337078651685396 ], [1.3578099936209296 1.3533705315531708 0.8862164008940319 0.8860285524706198 0.8807804715909257 0.8806448048104591 0.872259436968494 0.8620769598289797 0.8419835659805461 0.8419539043950279 0.8389929510166116 0.8090302757393165 0.8090164767529285 0.7973001286649909 0.7972884540945228 ], [2.1062341421466347e-154 1.584231524458006e-148 1.1380209307864544e-136 1.121712750779215e-118 1.3786008708368883e-94 4.055787639095586e-65 4.2892109549072374e-33 2.3295545553788495e-17 6.731240760076913e-17 5.165649939924377e-14 4.186824891645218e-10 1.675713770256552e-09 8.394055183095151e-08 1.1285976161893637e-07 1.5936833303858747e-06 ],8-Oct-23,0.166239223
jcf126135,350,706, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 3.0337078651685396 4.651685393258427 4.247191011235955 6.674157303370786 5.056179775280899 6.269662921348314 8.696629213483146 3.842696629213483 ], [1.387570370874787 1.3599193269419048 0.9422514459977689 0.94155752441243 0.9363127545519433 0.9363045283921384 0.9292545289945625 0.9197402288466553 0.8994357546383847 0.89941146805755 0.8965872259611806 0.862925138968057 0.8619867318225187 0.8506503526902571 0.8506302026396846 ], [1.1015898659913845e-199 5.150600480372262e-190 1.3639076710958812e-170 6.0699846703794415e-142 2.339864188081175e-106 7.928532918708534e-70 5.124083351508929e-39 4.544291704954772e-14 1.8396250640907506e-12 2.8548990181512044e-12 1.301919713140094e-07 3.5701894160899103e-06 8.76249506324284e-06 1.935836661387909e-05 2.0594493794017353e-05 ],8-Oct-23,0.169882842
jcf036041unbl,114,470, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 3.0337078651685396 4.247191011235955 6.674157303370786 5.056179775280899 8.696629213483146 6.269662921348314 7.078651685393259 ], [1.4743332819999406 1.4684943824665262 0.9648592094341015 0.9646864853177585 0.962011070428556 0.9617846101675483 0.9428405668652504 0.9358010337865968 0.9223539355528421 0.9223206561339147 0.9190779516733756 0.90024211919737 0.9002153473711699 0.88718613096381 0.8871745496027076 ], [5.0046873596743804e-216 3.985030111942988e-207 2.1959436803832544e-189 3.209703939411836e-163 1.4063619026996385e-129 3.394212517155118e-90 1.010288070554274e-48 5.656680201847123e-15 1.155098040957445e-13 1.0826780420458567e-12 8.244449056050617e-10 1.3474275640376888e-06 1.6719681829237248e-06 4.970236040139757e-06 9.148475429148342e-06 ],8-Oct-23,0.180505388
jcf029035,118,474, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 3.0337078651685396 9.101123595505618 7.078651685393259 ], [1.3701833546696855 1.3701765703267823 0.8969788639015306 0.8968882369124813 0.8923244381510823 0.892183085540354 0.8825787898886365 0.8726930117074081 0.8531524775376722 0.8531223866788046 0.850132967747007 0.8209975310472717 0.8208319183834446 0.8090507848537136 0.8090338900779941 ], [7.400967728388741e-161 1.1561064619125723e-154 3.656105345920887e-142 3.182081237145431e-123 5.8398211063388786e-98 2.4609551476503346e-67 1.6314416143961683e-34 1.2120423983840446e-16 3.8194281259728167e-16 2.1557714863649946e-13 8.012672599626305e-10 2.6340712741972615e-09 2.4681673420908436e-07 2.5788876670079e-07 3.8619201917424083e-07 ],8-Oct-23,0.167754117
jcf118125un,9,366, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.638655462184874 4.235294117647059 3.025210084033614 5.04201680672269 6.655462184873951 3.8319327731092443 8.672268907563025 7.058823529411766 ], [1.4492648392138934 1.4308432983043375 0.9484510689729346 0.947960809280649 0.9466065431625243 0.9465395504753693 0.9318319733974988 0.9231137624864829 0.9057192177733345 0.9056905288873484 0.9025632209812307 0.8764215436107657 0.8758909548141948 0.8635292429442957 0.8635235380376247 ], [4.1340250696442174e-203 7.340887638520867e-194 1.173854002517303e-175 3.3317099145334255e-149 5.551854967996369e-116 5.628166940198604e-79 2.738872183919438e-42 1.0163697942945835e-18 2.9721172310496336e-16 1.2290106225548365e-11 9.22697413964642e-10 3.4242603418031155e-07 7.392046302870419e-05 0.0001239326887585332 0.00021629083767783398 ],8-Oct-23,0.177436211
jcf119125un,8,365, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.638655462184874 4.235294117647059 6.655462184873951 3.025210084033614 8.672268907563025 6.2521008403361344 5.04201680672269 9.07563025210084 ], [1.4142610164546925 1.411609207784223 0.9192993786093918 0.9191558536083101 0.9178763080185998 0.9177638924044856 0.9027373583580893 0.8940523861914693 0.8771532199489716 0.8771232224225037 0.8740117016221773 0.8495765507777541 0.8494794724107276 0.8371162796433375 0.8371011807001573 ], [8.553661535304004e-176 3.196976721387465e-169 6.563360638253702e-156 1.0453173675247903e-135 1.0518890713160213e-108 1.0062072131847611e-75 6.964896400424118e-40 1.415284055738733e-15 1.1796344189639935e-14 5.228676320406302e-10 1.239725073987393e-09 5.802244843340282e-08 6.630110487225438e-07 4.3969393499809265e-06 9.547920035683767e-06 ],8-Oct-23,0.173150627
jcf029035un,118,474, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 7.078651685393259 9.101123595505618 3.0337078651685396 ], [1.3578099936209296 1.3533705315531708 0.8862164008940319 0.8860285524706198 0.8807804715909257 0.8806448048104591 0.872259436968494 0.8620769598289797 0.8419835659805461 0.8419539043950279 0.8389929510166116 0.8090302757393165 0.8090164767529285 0.7973001286649909 0.7972884540945228 ], [2.1062341421466347e-154 1.584231524458006e-148 1.1380209307864544e-136 1.121712750779215e-118 1.3786008708368883e-94 4.055787639095586e-65 4.2892109549072374e-33 2.3295545553788495e-17 6.731240760076913e-17 5.165649939924377e-14 4.186824891645218e-10 1.675713770256552e-09 8.394055183095151e-08 1.1285976161893637e-07 1.5936833303858747e-06 ],8-Oct-23,0.166239223
jcf126135,350,706, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 3.0337078651685396 4.651685393258427 4.247191011235955 6.674157303370786 5.056179775280899 6.269662921348314 8.696629213483146 3.842696629213483 ], [1.387570370874787 1.3599193269419048 0.9422514459977689 0.94155752441243 0.9363127545519433 0.9363045283921384 0.9292545289945625 0.9197402288466553 0.8994357546383847 0.89941146805755 0.8965872259611806 0.862925138968057 0.8619867318225187 0.8506503526902571 0.8506302026396846 ], [1.1015898659913845e-199 5.150600480372262e-190 1.3639076710958812e-170 6.0699846703794415e-142 2.339864188081175e-106 7.928532918708534e-70 5.124083351508929e-39 4.544291704954772e-14 1.8396250640907506e-12 2.8548990181512044e-12 1.301919713140094e-07 3.5701894160899103e-06 8.76249506324284e-06 1.935836661387909e-05 2.0594493794017353e-05 ],8-Oct-23,0.169882842
jcf036041unbl,114,470, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 3.0337078651685396 4.247191011235955 6.674157303370786 5.056179775280899 8.696629213483146 6.269662921348314 7.078651685393259 ], [1.4743332819999406 1.4684943824665262 0.9648592094341015 0.9646864853177585 0.962011070428556 0.9617846101675483 0.9428405668652504 0.9358010337865968 0.9223539355528421 0.9223206561339147 0.9190779516733756 0.90024211919737 0.9002153473711699 0.88718613096381 0.8871745496027076 ], [5.0046873596743804e-216 3.985030111942988e-207 2.1959436803832544e-189 3.209703939411836e-163 1.4063619026996385e-129 3.394212517155118e-90 1.010288070554274e-48 5.656680201847123e-15 1.155098040957445e-13 1.0826780420458567e-12 8.244449056050617e-10 1.3474275640376888e-06 1.6719681829237248e-06 4.970236040139757e-06 9.148475429148342e-06 ],8-Oct-23,0.180505388
jcf029035,118,474, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 6.674157303370786 6.269662921348314 8.696629213483146 3.0337078651685396 9.101123595505618 7.078651685393259 ], [1.3701833546696855 1.3701765703267823 0.8969788639015306 0.8968882369124813 0.8923244381510823 0.892183085540354 0.8825787898886365 0.8726930117074081 0.8531524775376722 0.8531223866788046 0.850132967747007 0.8209975310472717 0.8208319183834446 0.8090507848537136 0.8090338900779941 ], [7.400967728388741e-161 1.1561064619125723e-154 3.656105345920887e-142 3.182081237145431e-123 5.8398211063388786e-98 2.4609551476503346e-67 1.6314416143961683e-34 1.2120423983840446e-16 3.8194281259728167e-16 2.1557714863649946e-13 8.012672599626305e-10 2.6340712741972615e-09 2.4681673420908436e-07 2.5788876670079e-07 3.8619201917424083e-07 ],8-Oct-23,0.167754117
jcf118125un,9,366, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.638655462184874 4.235294117647059 3.025210084033614 5.04201680672269 6.655462184873951 3.8319327731092443 8.672268907563025 7.058823529411766 ], [1.4492648392138934 1.4308432983043375 0.9484510689729346 0.947960809280649 0.9466065431625243 0.9465395504753693 0.9318319733974988 0.9231137624864829 0.9057192177733345 0.9056905288873484 0.9025632209812307 0.8764215436107657 0.8758909548141948 0.8635292429442957 0.8635235380376247 ], [4.1340250696442174e-203 7.340887638520867e-194 1.173854002517303e-175 3.3317099145334255e-149 5.551854967996369e-116 5.628166940198604e-79 2.738872183919438e-42 1.0163697942945835e-18 2.9721172310496336e-16 1.2290106225548365e-11 9.22697413964642e-10 3.4242603418031155e-07 7.392046302870419e-05 0.0001239326887585332 0.00021629083767783398 ],8-Oct-23,0.177436211
jcf119125un,8,365, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.638655462184874 4.235294117647059 6.655462184873951 3.025210084033614 8.672268907563025 6.2521008403361344 5.04201680672269 9.07563025210084 ], [1.4142610164546925 1.411609207784223 0.9192993786093918 0.9191558536083101 0.9178763080185998 0.9177638924044856 0.9027373583580893 0.8940523861914693 0.8771532199489716 0.8771232224225037 0.8740117016221773 0.8495765507777541 0.8494794724107276 0.8371162796433375 0.8371011807001573 ], [8.553661535304004e-176 3.196976721387465e-169 6.563360638253702e-156 1.0453173675247903e-135 1.0518890713160213e-108 1.0062072131847611e-75 6.964896400424118e-40 1.415284055738733e-15 1.1796344189639935e-14 5.228676320406302e-10 1.239725073987393e-09 5.802244843340282e-08 6.630110487225438e-07 4.3969393499809265e-06 9.547920035683767e-06 ],8-Oct-23,0.173150627
jcf036041un,114,470, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 3.0337078651685396 4.247191011235955 6.674157303370786 5.056179775280899 8.696629213483146 6.269662921348314 7.078651685393259 ], [1.4742868748968592 1.4684154775877982 0.964790593786772 0.9646175568592461 0.9619759886678197 0.9617488150518414 0.9428187575513216 0.935766986159499 0.9222889570661882 0.9222556698116894 0.9190132600080929 0.900123926135216 0.9000957723630975 0.8870691369289387 0.8870576035554117 ], [5.3532000502390686e-216 4.375880840818243e-207 2.5284843437111662e-189 3.8463040062534813e-163 1.712625960363965e-129 4.080602417187059e-90 1.1667748687047774e-48 5.132383417738342e-15 1.2561283330116498e-13 9.76495369890611e-13 7.68102630881688e-10 1.2872450352316895e-06 1.7585093299679965e-06 4.819724458094393e-06 8.49809206680331e-06 ],8-Oct-23,0.180499706
jcf119125unbl,0,719, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 8.696629213483146 3.0337078651685396 6.674157303370786 6.269662921348314 9.101123595505618 8.292134831460674 ], [1.3137578647678723 1.310645176091325 0.8579328157198727 0.8577772172458495 0.8551001206706875 0.85497963637691 0.8434855111069636 0.8345839321606499 0.8174691614809287 0.8174407630966354 0.8145682038615826 0.7905269016623283 0.7903994049088301 0.77902528335384 0.7790100790574753 ], [7.7279472339246e-139 1.3361217702928185e-134 7.518397638381936e-126 4.220133070373723e-112 7.798523727613151e-93 1.3337840379280184e-67 2.347806738563508e-37 7.924057714290069e-11 9.429800567831674e-11 3.064898386529234e-10 7.131509783980797e-10 3.239882673364489e-09 3.3381965011258345e-08 6.995736674779864e-07 3.364011228519702e-06 ],8-Oct-23,0.160845838
jcf126134un,351,708, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.638655462184874 4.235294117647059 6.655462184873951 8.672268907563025 5.04201680672269 9.07563025210084 6.2521008403361344 ], [1.5142162697475192 1.5048953960477407 0.9928199931838176 0.9927635778183388 0.9825489715065581 0.9822529973704985 0.95937129789265 0.9555201347244122 0.9488447116037982 0.9488144129632682 0.9454510230754916 0.9380906882814887 0.9378799698691943 0.9243393521981841 0.9243333914960171 ], [6.955679639294687e-243 6.352833958096281e-236 3.0687740543779708e-220 5.3401251906101107e-194 4.117500888763831e-157 3.9866544505039977e-112 5.052932668483779e-64 4.924424389290624e-22 8.220845786055621e-11 2.0421973323958668e-07 5.081835125364703e-06 7.846835985377698e-06 1.705718175655265e-05 0.00012300873602901616 0.002732804325930506 ],8-Oct-23,0.185388336
jcf126135un,350,708, [0.2011173184357542 0.6033519553072626 1.005586592178771 1.4078212290502794 1.8100558659217878 2.212290502793296 2.6145251396648046 3.016759776536313 4.625698324022346 4.223463687150837 6.636871508379888 8.648044692737432 5.027932960893855 6.234636871508379 9.050279329608939 ], [1.4368957576794115 1.4104339655231672 0.9583396687795455 0.9582816162864511 0.9581110365056262 0.9574403018595854 0.9413435586402337 0.9340814670824988 0.919049095487826 0.919025350857783 0.9160138180867157 0.8919895328298382 0.8910261955311631 0.8789760011195304 0.8789557089997639 ], [2.835927390428716e-215 2.8106863132345134e-206 1.3110718428229612e-187 8.139514504871363e-159 2.1304590225090546e-121 6.085175965023553e-81 6.631679097277511e-45 1.1601409299010263e-15 2.3268066759495557e-10 1.4505454198481288e-09 4.19222114199432e-06 1.7395353647801e-05 0.00013460665301784998 0.0001358823645049221 0.0005523422073722195 ],8-Oct-23,0.175921841
