obsid, lonstart, lonend, wavenum, wavepower, fap,date,normedpeakwavepower
jcf217222unbl,352,708, [0.20869565217391303 0.6260869565217391 1.0434782608695652 1.460869565217391 1.8782608695652172 2.2956521739130435 2.713043478260869 4.8 4.3826086956521735 6.88695652173913 7.304347826086956 3.1304347826086953 5.217391304347825 6.469565217391303 3.9652173913043476 ], [1.2304340219098993 1.189771693196611 0.8410798176404953 0.8403399385075356 0.8396121756551893 0.8316073642968251 0.8279184145357362 0.8200501162055847 0.8040903118778437 0.8038117160546387 0.8015118876999194 0.7778988015546713 0.7732835938728965 0.766140559116082 0.7659981814662751 ], [2.1640982599113435e-127 4.503397123540605e-124 8.516424634676913e-117 2.2589195824275313e-104 1.760440628510423e-85 3.658089638610169e-60 6.942990209291781e-32 1.601090372331684e-16 3.60890165188718e-16 2.6301784621301062e-11 6.115798186558854e-08 1.0845752748203481e-07 1.0850827248094632e-06 1.16400215134133e-06 9.570619865538039e-06 ],8-Jul-10,0.150644344
jcf012021un,186,542, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 8.696629213483146 3.0337078651685396 6.674157303370786 6.269662921348314 8.292134831460674 3.842696629213483 ], [1.2687299501030171 1.2559927027257272 0.8314135155542994 0.8310496274127536 0.8213040533410438 0.8212132685220576 0.8209232233648371 0.8091436494919566 0.7856269266090669 0.7856007438976627 0.7828756799609214 0.7479809938695696 0.7477321461400867 0.7370507355093221 0.7370487362855823 ], [1.6022533405693576e-128 1.215850198025118e-123 9.163106707137271e-114 7.534769629615086e-99 2.6077784214785445e-79 2.0480087444280317e-56 2.8000394837900836e-31 4.9580858158830976e-14 2.615737786708205e-13 2.0111828023716783e-08 2.677517391424042e-08 6.680841722828686e-08 2.0060738933883364e-06 3.898824962480411e-06 5.52176137826427e-06 ],8-Jul-10,0.155332986
jcf217222,352,698, [0.20809248554913298 0.624277456647399 1.0404624277456649 1.456647398843931 1.872832369942197 2.289017341040463 2.705202312138729 4.369942196531793 4.786127167630059 6.8670520231213885 6.450867052023123 8.94797687861272 3.1213872832369947 11.02890173410405 8.531791907514453 ], [1.23017630837936 1.229589190185845 0.8453480216527893 0.8452344601684639 0.8382235572165204 0.8380847026813617 0.8348413807700585 0.8247408167307071 0.80477591492557 0.804749056030392 0.802214464081404 0.7727872274299157 0.7725992257405667 0.7625628010899264 0.7625467156023293 ], [7.915839271453437e-131 2.075130700639376e-126 2.075585034241267e-117 1.4718739946712822e-103 1.393449940996608e-84 2.7407461327407903e-60 6.123260632077302e-32 9.490824538728795e-13 5.5678558819244e-12 2.1536428114766716e-09 4.6953968775235716e-08 6.583418048639177e-08 4.004437904401183e-07 4.625060969124889e-05 7.392773323128696e-05 ],8-Jul-10,0.150612792
jcf223228,344,690, [0.20809248554913298 0.624277456647399 1.0404624277456649 1.456647398843931 1.872832369942197 2.289017341040463 2.705202312138729 3.1213872832369947 4.786127167630059 4.369942196531793 6.8670520231213885 6.450867052023123 8.94797687861272 7.283236994219655 5.202312138728326 ], [1.334882746603827 1.3346128903902583 0.917837494976684 0.9176796185404745 0.917515616939509 0.9174008418117756 0.9024148183496519 0.8951595163559025 0.8812233748201013 0.8811937675081644 0.8784195898639091 0.8588651943766099 0.8586506038644482 0.8475019355110041 0.8474838704242769 ], [5.30475196220349e-170 1.1595896887602018e-164 1.2404753650038343e-153 2.4994517476887988e-136 3.093413285753433e-112 3.629069458570675e-81 3.8661897591207396e-45 4.488159447448238e-13 5.405366577824132e-11 1.3874587053258362e-09 7.125133727394428e-09 2.011763270733471e-06 0.00017215957795517942 0.00017438592929493822 0.0004069073466048353 ],8-Jul-10,0.163432197
jcf022026unbl,181,536, [0.20454545454545456 0.6136363636363638 1.022727272727273 1.431818181818182 1.8409090909090913 2.2500000000000004 2.6590909090909096 3.0681818181818183 4.704545454545455 4.295454545454546 5.113636363636364 10.840909090909093 12.886363636363638 13.295454545454549 10.431818181818183 ], [1.2667255160767892 1.2600681298308323 0.8607532759149021 0.8606391270425592 0.8515394344059636 0.8514801139995986 0.8327134493025699 0.8300161381548452 0.825338211262401 0.8253110778849297 0.8226147007451553 0.8172731012245431 0.8168261708394038 0.8059511332467171 0.80592543522184 ], [3.411942493836021e-132 5.552523690011623e-131 9.38705084182062e-128 1.3170466309749158e-120 3.535908777852055e-106 4.374324759282746e-81 9.30497069723573e-48 4.1220739860526633e-16 8.361739954192968e-14 1.400324286606501e-09 1.3255214076585353e-08 5.6062162214052066e-05 0.000517874603469964 0.0008869245282070789 0.0011840859275917283 ],8-Jul-10,0.15508758
jcf217222unbl,352,708, [0.20869565217391303 0.6260869565217391 1.0434782608695652 1.460869565217391 1.8782608695652172 2.2956521739130435 2.713043478260869 4.8 4.3826086956521735 6.88695652173913 7.304347826086956 3.1304347826086953 5.217391304347825 6.469565217391303 3.9652173913043476 ], [1.2304340219098993 1.189771693196611 0.8410798176404953 0.8403399385075356 0.8396121756551893 0.8316073642968251 0.8279184145357362 0.8200501162055847 0.8040903118778437 0.8038117160546387 0.8015118876999194 0.7778988015546713 0.7732835938728965 0.766140559116082 0.7659981814662751 ], [2.1640982599113435e-127 4.503397123540605e-124 8.516424634676913e-117 2.2589195824275313e-104 1.760440628510423e-85 3.658089638610169e-60 6.942990209291781e-32 1.601090372331684e-16 3.60890165188718e-16 2.6301784621301062e-11 6.115798186558854e-08 1.0845752748203481e-07 1.0850827248094632e-06 1.16400215134133e-06 9.570619865538039e-06 ],8-Jul-10,0.150644344
jcf012021un,186,542, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.247191011235955 4.651685393258427 8.696629213483146 3.0337078651685396 6.674157303370786 6.269662921348314 8.292134831460674 3.842696629213483 ], [1.2687299501030171 1.2559927027257272 0.8314135155542994 0.8310496274127536 0.8213040533410438 0.8212132685220576 0.8209232233648371 0.8091436494919566 0.7856269266090669 0.7856007438976627 0.7828756799609214 0.7479809938695696 0.7477321461400867 0.7370507355093221 0.7370487362855823 ], [1.6022533405693576e-128 1.215850198025118e-123 9.163106707137271e-114 7.534769629615086e-99 2.6077784214785445e-79 2.0480087444280317e-56 2.8000394837900836e-31 4.9580858158830976e-14 2.615737786708205e-13 2.0111828023716783e-08 2.677517391424042e-08 6.680841722828686e-08 2.0060738933883364e-06 3.898824962480411e-06 5.52176137826427e-06 ],8-Jul-10,0.155332986
jcf217222,352,698, [0.20809248554913298 0.624277456647399 1.0404624277456649 1.456647398843931 1.872832369942197 2.289017341040463 2.705202312138729 4.369942196531793 4.786127167630059 6.8670520231213885 6.450867052023123 8.94797687861272 3.1213872832369947 11.02890173410405 8.531791907514453 ], [1.23017630837936 1.229589190185845 0.8453480216527893 0.8452344601684639 0.8382235572165204 0.8380847026813617 0.8348413807700585 0.8247408167307071 0.80477591492557 0.804749056030392 0.802214464081404 0.7727872274299157 0.7725992257405667 0.7625628010899264 0.7625467156023293 ], [7.915839271453437e-131 2.075130700639376e-126 2.075585034241267e-117 1.4718739946712822e-103 1.393449940996608e-84 2.7407461327407903e-60 6.123260632077302e-32 9.490824538728795e-13 5.5678558819244e-12 2.1536428114766716e-09 4.6953968775235716e-08 6.583418048639177e-08 4.004437904401183e-07 4.625060969124889e-05 7.392773323128696e-05 ],8-Jul-10,0.150612792
jcf223228,344,690, [0.20809248554913298 0.624277456647399 1.0404624277456649 1.456647398843931 1.872832369942197 2.289017341040463 2.705202312138729 3.1213872832369947 4.786127167630059 4.369942196531793 6.8670520231213885 6.450867052023123 8.94797687861272 7.283236994219655 5.202312138728326 ], [1.334882746603827 1.3346128903902583 0.917837494976684 0.9176796185404745 0.917515616939509 0.9174008418117756 0.9024148183496519 0.8951595163559025 0.8812233748201013 0.8811937675081644 0.8784195898639091 0.8588651943766099 0.8586506038644482 0.8475019355110041 0.8474838704242769 ], [5.30475196220349e-170 1.1595896887602018e-164 1.2404753650038343e-153 2.4994517476887988e-136 3.093413285753433e-112 3.629069458570675e-81 3.8661897591207396e-45 4.488159447448238e-13 5.405366577824132e-11 1.3874587053258362e-09 7.125133727394428e-09 2.011763270733471e-06 0.00017215957795517942 0.00017438592929493822 0.0004069073466048353 ],8-Jul-10,0.163432197
jcf022026unbl,181,536, [0.20454545454545456 0.6136363636363638 1.022727272727273 1.431818181818182 1.8409090909090913 2.2500000000000004 2.6590909090909096 3.0681818181818183 4.704545454545455 4.295454545454546 5.113636363636364 10.840909090909093 12.886363636363638 13.295454545454549 10.431818181818183 ], [1.2667255160767892 1.2600681298308323 0.8607532759149021 0.8606391270425592 0.8515394344059636 0.8514801139995986 0.8327134493025699 0.8300161381548452 0.825338211262401 0.8253110778849297 0.8226147007451553 0.8172731012245431 0.8168261708394038 0.8059511332467171 0.80592543522184 ], [3.411942493836021e-132 5.552523690011623e-131 9.38705084182062e-128 1.3170466309749158e-120 3.535908777852055e-106 4.374324759282746e-81 9.30497069723573e-48 4.1220739860526633e-16 8.361739954192968e-14 1.400324286606501e-09 1.3255214076585353e-08 5.6062162214052066e-05 0.000517874603469964 0.0008869245282070789 0.0011840859275917283 ],8-Jul-10,0.15508758
jcf217222un,352,701, [0.20630372492836674 0.6189111747851002 1.0315186246418337 1.4441260744985671 1.8567335243553007 2.2693409742120343 2.6819484240687674 4.332378223495701 4.744985673352435 3.094555873925501 6.808022922636102 8.871060171919769 6.395415472779368 8.458452722063036 9.283667621776504 ], [1.2373312832926355 1.2319459791559166 0.8379941775776533 0.8377789577367322 0.8304389913502929 0.8304273207753264 0.8273579578852397 0.8169313774681358 0.7964342912983716 0.796412187290202 0.7938230309186881 0.7640233362047738 0.7639530872829763 0.7536569853789761 0.7536493931311857 ], [1.1441806644464346e-128 2.894627659167733e-124 2.436139360932087e-115 9.943033639185403e-102 1.7601831569452145e-83 8.360140472652086e-61 5.865071776057708e-34 8.521819894966602e-12 1.4486050849360512e-11 5.639294073443658e-09 7.727464026819862e-09 1.3075051988874025e-07 1.4025499920530292e-07 0.00011290330951208855 0.0001310583074075321 ],8-Jul-10,0.151488789
jcf022026,181,536, [0.2028169014084507 0.6084507042253521 1.0140845070422535 1.4197183098591548 1.8253521126760563 2.2309859154929574 2.6366197183098588 4.664788732394366 4.259154929577465 3.04225352112676 5.070422535211267 6.692957746478873 8.72112676056338 10.749295774647887 6.287323943661972 ], [1.4396252549392052 1.436914844092918 0.946656206732574 0.9465570580050334 0.945150758067673 0.9449962256567107 0.9272010082922514 0.9197063771841818 0.9053614496017135 0.9053312211263068 0.902179294459811 0.8819588162894799 0.8818726173312844 0.8692775355470207 0.8692625489396822 ], [6.338902050889101e-197 1.9500850835587304e-189 2.386878810404723e-174 1.3181688716972329e-151 1.5636024302891146e-121 3.1911338396794653e-85 5.1232863776143965e-46 5.090745372925594e-15 8.454060208854963e-13 1.3635751602630209e-12 7.568514874206631e-07 1.0387547979442725e-06 9.491107729743814e-05 0.00029487864973915776 0.0005137643664286394 ],8-Jul-10,0.176256019
jcf223228un,344,700, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 3.0337078651685396 4.247191011235955 6.674157303370786 6.269662921348314 7.078651685393259 8.696629213483146 5.056179775280899 ], [1.4472319529379365 1.447205460051837 0.9492988410560922 0.9491395872580747 0.9474332162307814 0.9473382334190965 0.9291668672775899 0.9217833160017944 0.907638256926935 0.9076059639400004 0.9044270873467478 0.8845722638027419 0.8843592284901975 0.8716939757050035 0.8716746220573497 ], [1.3706369804546274e-199 5.442535786425448e-192 1.2400145040549364e-176 1.8675080594677004e-153 8.81431842278873e-123 7.592673258626136e-86 2.5229801510756146e-46 6.036862417941795e-13 8.040729765946601e-13 1.571989196541078e-11 2.760594767437445e-10 4.846273607699538e-07 1.2947147620099783e-05 1.9317631826173132e-05 6.648241686930633e-05 ],8-Jul-10,0.177187321
jcf012021,186,542, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 4.651685393258427 4.247191011235955 6.674157303370786 3.0337078651685396 8.696629213483146 6.269662921348314 5.056179775280899 10.719101123595506 ], [1.33718265257494 1.328606458571683 0.8728418815966632 0.8725644035058581 0.8667654803797173 0.8666521351046734 0.8594937601496582 0.8491314291217797 0.8286951044051224 0.8286666369016977 0.8257599874132087 0.7957458100051058 0.7956422716516133 0.7841625750106548 0.7841550148199741 ], [4.183536821930223e-147 1.1839105755575723e-141 1.2799084809310977e-130 6.797890533395943e-114 1.2577239530331993e-91 1.5500951884497538e-64 2.0861412680472855e-34 3.462214677073593e-15 4.1414612131638196e-15 1.4451568854964657e-08 4.2444677726553734e-08 8.557634471016497e-08 2.767247520547998e-06 8.129086293183751e-06 1.9130251049088197e-05 ],8-Jul-10,0.163713779
jcf022026un,180,528, [0.2068965517241379 0.6206896551724138 1.0344827586206895 1.4482758620689655 1.862068965517241 2.275862068965517 2.689655172413793 4.758620689655172 3.103448275862069 4.344827586206896 5.172413793103448 6.827586206896551 8.896551724137932 10.96551724137931 6.413793103448275 ], [1.3235788188339286 1.3193202843143146 0.9003288487079038 0.900138227644967 0.8989721011939804 0.8989408188353907 0.8858331729074309 0.8778928528817731 0.8625076717413566 0.8624824326946497 0.8597087618589605 0.8378233070650397 0.8377803070702967 0.8266264115736652 0.8266170568810983 ], [2.955890577460558e-159 3.20577167184513e-154 7.967482215619194e-144 1.3685390444928773e-127 3.6674086372206775e-105 1.7775633665356218e-76 7.800054000841374e-43 1.9203688925188392e-13 3.2785087113416527e-12 2.644916487161897e-11 2.5109755611961126e-06 2.2273007415759865e-05 0.0008187597542645588 0.0010256696255269782 0.0033784173748788748 ],8-Jul-10,0.162048236
jcf223228unbl,344,690, [0.20930232558139533 0.6279069767441859 1.0465116279069768 1.4651162790697672 1.883720930232558 2.302325581395349 2.7209302325581395 3.1395348837209305 4.813953488372093 5.232558139534883 4.395348837209302 6.9069767441860455 13.186046511627907 7.325581395348837 11.093023255813954 ], [1.133613881477731 1.1329086056030364 0.8026731046934226 0.8022396705381001 0.7909576536473854 0.7909136117247202 0.7732434190659973 0.7725016775055984 0.7716398602478618 0.771604705675007 0.7695647747624172 0.7692738568040965 0.769103282253601 0.7595517902945681 0.759526410711343 ], [1.3520387351876472e-106 2.358308912714516e-106 2.599646452420415e-105 5.099489598640462e-102 1.5943135161384667e-93 7.372693017602258e-76 1.3963247048842895e-48 6.833665414396289e-19 1.6789714176691873e-10 9.218962941067625e-07 1.2967394963312593e-06 0.01776057566625018 0.03757486602355946 0.043629297065533715 0.08968777936283626 ],8-Jul-10,0.138790473
jc1491,295,409, [4.421052631578948 5.68421052631579 3.1578947368421053 1.8947368421052635 0.6315789473684211 6.947368421052632 8.210526315789476 9.473684210526317 13.263157894736844 14.526315789473687 19.578947368421055 20.842105263157897 10.73684210526316 12.000000000000002 27.15789473684211 ], [2.5272743865929024 2.293573431487255 0.9623182979612775 0.959334673383425 0.9581681831499617 0.9569536974780978 0.9430057687217855 0.9403839792966507 0.9378324319406054 0.9375698243097969 0.9357331603326583 0.9240072027491808 0.9238343528243776 0.9223162757307741 0.9098027006844058 ], [1.5010482902517178e-63 5.537398875704585e-59 2.742170753338572e-54 5.06478802280471e-48 3.031592197528762e-45 2.0010555468250956e-31 3.9196199455394425e-11 0.04074610266448864 0.99999939155473 0.9999999999883664 0.9999999999983862 0.9999999999998587 1.0 1.0 1.0 ],10-Jul-13,0.309418941
jcf00940930094175,143,492, [0.20630372492836674 0.6189111747851002 1.0315186246418337 1.4441260744985671 1.8567335243553007 2.2693409742120343 2.6819484240687674 3.094555873925501 12.997134670487103 6.395415472779368 6.808022922636102 4.332378223495701 12.584527220630369 4.744985673352435 8.871060171919769 ], [1.09582742567348 1.0942083281731452 0.7422401035296107 0.7421210725011335 0.7382933008402591 0.7381934200986728 0.7316862297577802 0.7235462374285777 0.7079683046246346 0.707951465083045 0.7056445489618416 0.684100626380185 0.6839265919556028 0.6747818705498225 0.6747787645456987 ], [1.4477465064863066e-95 2.5335219761570465e-93 1.2955747367165817e-88 5.785990099824534e-81 1.2061064576757302e-69 1.7223125602730245e-53 1.1377241629158148e-31 2.031254954312557e-09 4.475463605530254e-06 4.4436498635343525e-05 7.819450992348232e-05 0.00019372930012255738 0.00027118333862746356 0.00042412691728882355 0.0006983795038448743 ],8-Sep-13,0.134164206
2_jcf00940930094175,144,492, [0.2068965517241379 0.6206896551724138 1.0344827586206895 1.4482758620689655 1.862068965517241 2.275862068965517 2.689655172413793 3.103448275862069 13.03448275862069 6.413793103448275 4.344827586206896 6.827586206896551 4.758620689655172 12.620689655172413 8.482758620689655 ], [1.1193274015494865 1.1123212429290061 0.7622867855349907 0.7620479637069725 0.7570597330372428 0.7570536371660466 0.7519735981787286 0.7434086055895477 0.7266215808616463 0.726601114656335 0.7242846140210633 0.6999634744504967 0.699658480632003 0.6905224218506628 0.6905212331689468 ], [3.633903806267097e-101 1.2625727667504869e-98 3.0259462997993873e-93 2.0023240062421623e-84 3.441096665747468e-71 1.8965981521753664e-52 5.180317196147031e-29 2.831049500622295e-07 1.9969607205568847e-06 4.561345896650834e-06 1.4473496395518926e-05 3.8124341279014885e-05 0.00013260830735834417 0.00015826297579006992 0.00032041799441467087 ],8-Sep-13,0.137041352
jcf00937990093815,32,389, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.235294117647059 4.638655462184874 6.2521008403361344 6.655462184873951 8.672268907563025 10.6890756302521 8.26890756302521 ], [1.2041861706275536 1.1997918473364957 0.7870163447428954 0.7869911978476107 0.7790873810339306 0.7790617499035932 0.7765001470515287 0.7658373976523145 0.7449303213883808 0.7449090612432686 0.7422945671815316 0.712229101863486 0.7121129605239221 0.7018026809369948 0.7017889013890989 ], [7.162564386709895e-112 2.720186711339571e-108 6.195675052031747e-101 1.629007368715758e-89 4.2489428787758484e-74 1.778013597822178e-55 1.138299967421479e-33 1.853487385055669e-11 1.762340169353059e-07 4.436809077847096e-06 5.324839581820286e-06 6.2970011514090835e-06 1.7739698256301745e-05 3.547407004824e-05 5.422895238620387e-05 ],8-Sep-13,0.14743077
jf_94173-94175,112,320, [0.3461538461538462 1.0384615384615388 1.7307692307692308 2.4230769230769234 3.1153846153846154 6.5769230769230775 5.884615384615385 7.26923076923077 3.807692307692308 10.03846153846154 10.730769230769234 9.346153846153848 13.500000000000002 11.423076923076925 16.961538461538463 ], [0.8958262009974671 0.8307693391959633 0.6815512216620271 0.6725597867288439 0.6716887290685635 0.6651113907547044 0.6421150275396411 0.6417843217484713 0.6329255881637947 0.6261573372386019 0.626149453352401 0.6248511529570316 0.6079144835274676 0.5509497643189609 0.5498249344318421 ], [5.193804024187073e-48 8.931335793977724e-46 9.793655451436258e-41 7.398031611027927e-32 1.2368342870473818e-18 2.3465504717973625e-08 8.867856275566421e-06 6.73814646256791e-05 0.00014666953679037353 0.0006540795767244265 0.002550542009158806 0.06951642062629645 0.2623425524319854 0.2820103944498882 0.3250971155397796 ],8-Sep-13,0.109677681
jcf00935390093591,292,648, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 3.0337078651685396 4.247191011235955 4.651685393258427 3.842696629213483 6.674157303370786 6.269662921348314 8.696629213483146 14.764044943820224 ], [1.156767995450992 1.1522963678683447 0.7547863461861709 0.7546111878786819 0.7522016458005695 0.7521573133024025 0.742354369521141 0.7342197551257671 0.7191516663604449 0.7191287157980624 0.716602528900532 0.6976925076551279 0.6974508765301781 0.6875158184729562 0.6875143071825016 ], [1.1667557050050485e-100 2.8010631915599534e-98 2.299761210055253e-93 1.0901647658574763e-85 4.451384133574271e-75 1.6435298784118294e-60 1.1282790850097171e-38 1.943611365881475e-14 5.1958293044008255e-11 3.833788804480905e-09 6.116081979003611e-06 3.070465464150167e-05 0.0001479579473420824 0.00016979225304038199 0.0007367787815717515 ],8-Sep-13,0.141625274
jcf_934193549,317,674, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 4.235294117647059 4.638655462184874 3.025210084033614 3.8319327731092443 6.655462184873951 8.672268907563025 6.2521008403361344 8.26890756302521 ], [1.133178750079566 1.130459902396131 0.7394991907789018 0.7394914222063976 0.7320225868112988 0.7267849412745241 0.7267580144569967 0.7194861125478708 0.6947615262911301 0.6947399530879492 0.6922897268885364 0.6565329596345258 0.6564838258069883 0.6469398979585362 0.6469291371632733 ], [6.216849822115727e-98 2.015409195330138e-94 2.5657112759433708e-87 1.345615510691334e-76 1.1253832432764639e-62 1.9174189708934247e-46 2.2981288279067392e-27 1.5878864410429313e-12 4.559741325845578e-10 2.318417959378546e-08 4.381428708346356e-07 8.262509067513197e-07 1.351751542482083e-06 2.582681033422524e-06 1.2403426053346316e-05 ],8-Sep-13,0.138737199
jc_9358593591,266,622, [0.20224719101123595 0.6067415730337078 1.0112359550561798 1.4157303370786516 1.8202247191011236 2.2247191011235956 2.6292134831460676 3.0337078651685396 4.247191011235955 4.651685393258427 6.674157303370786 10.719101123595506 6.269662921348314 10.314606741573034 8.696629213483146 ], [1.1730144060090508 1.1724269593064172 0.7672024228268985 0.7671120155210955 0.7622237568470573 0.7621792501827935 0.7556612743814095 0.7463839640562473 0.7287068534521053 0.7286835887771359 0.7261217151549059 0.7023587222735603 0.7022841038060518 0.6921703021984066 0.6921631027263748 ], [1.0138132260314105e-104 7.241418440264909e-102 5.566411058256094e-96 7.837902456293223e-87 2.5765421207319607e-74 5.059272726302914e-58 6.183568578397394e-36 3.6019788671597117e-12 4.839882035803674e-07 3.2383987625593845e-06 3.6715680243261036e-06 1.3411784861469113e-05 1.541183720707567e-05 0.0001550712399898042 0.00027869378189891204 ],8-Sep-13,0.143614353
jf93587,47,264, [0.3317972350230414 0.9953917050691243 1.6589861751152073 2.32258064516129 2.986175115207373 3.649769585253456 6.304147465437787 10.285714285714285 9.622119815668203 6.96774193548387 5.640552995391705 10.949308755760368 13.6036866359447 16.921658986175114 14.267281105990783 ], [1.3924042102580736 1.2291464278896764 0.6689771976403949 0.667418383948799 0.6652922381603885 0.6508861675909435 0.64961460434729 0.6471568350733776 0.6183590249289695 0.618310515699659 0.6158487119585534 0.5585966453119339 0.5549408813082608 0.545250075515412 0.5451429106884653 ], [6.538677912153301e-48 5.874543892509526e-46 1.5894003789518645e-41 1.3274540921442277e-33 1.6953311314696097e-21 5.268164771089398e-08 7.402131868835345e-08 5.253800751807283e-07 1.0456925082966304e-05 3.303147155353591e-05 0.0001468276171754176 0.0011373590990085816 0.02386130150948698 0.1610022647828503 0.18301141303720717 ],8-Sep-13,0.170474658
jf_94095,302,530, [1.5789473684210524 0.9473684210526315 0.3157894736842105 2.2105263157894735 2.8421052631578947 3.473684210526315 4.105263157894736 6.6315789473684195 12.94736842105263 9.789473684210526 13.578947368421051 5.999999999999999 9.157894736842103 10.421052631578945 7.263157894736841 ], [2.1394664963129593 1.7968941153396378 0.6685424714411915 0.6676915596585712 0.6500379917504776 0.6480250303264387 0.6355322527870311 0.631700409130642 0.6316484660221431 0.6316363358520816 0.6285732607128499 0.6275396716049837 0.6254873664456282 0.6188064636544118 0.6186980477971962 ], [2.026134786147148e-45 2.7674667251741633e-45 5.126807568964159e-45 5.608724161148138e-44 3.6767630438273116e-37 1.0520614999291654e-21 5.392234536499049e-06 0.0010174510719997954 0.005167749656827765 0.006284327798607441 0.019377500504012626 0.019975711959103644 0.1583677942299879 0.34635365757437636 0.4458900470588136 ],8-Sep-13,0.261938894
jcf00940930094175,143,492, [0.20630372492836674 0.6189111747851002 1.0315186246418337 1.4441260744985671 1.8567335243553007 2.2693409742120343 2.6819484240687674 3.094555873925501 12.997134670487103 6.395415472779368 6.808022922636102 4.332378223495701 12.584527220630369 4.744985673352435 8.871060171919769 ], [1.09582742567348 1.0942083281731452 0.7422401035296107 0.7421210725011335 0.7382933008402591 0.7381934200986728 0.7316862297577802 0.7235462374285777 0.7079683046246346 0.707951465083045 0.7056445489618416 0.684100626380185 0.6839265919556028 0.6747818705498225 0.6747787645456987 ], [1.4477465064863066e-95 2.5335219761570465e-93 1.2955747367165817e-88 5.785990099824534e-81 1.2061064576757302e-69 1.7223125602730245e-53 1.1377241629158148e-31 2.031254954312557e-09 4.475463605530254e-06 4.4436498635343525e-05 7.819450992348232e-05 0.00019372930012255738 0.00027118333862746356 0.00042412691728882355 0.0006983795038448743 ],8-Sep-13,0.134164206
2_jcf00940930094175,144,492, [0.2068965517241379 0.6206896551724138 1.0344827586206895 1.4482758620689655 1.862068965517241 2.275862068965517 2.689655172413793 3.103448275862069 13.03448275862069 6.413793103448275 4.344827586206896 6.827586206896551 4.758620689655172 12.620689655172413 8.482758620689655 ], [1.1193274015494865 1.1123212429290061 0.7622867855349907 0.7620479637069725 0.7570597330372428 0.7570536371660466 0.7519735981787286 0.7434086055895477 0.7266215808616463 0.726601114656335 0.7242846140210633 0.6999634744504967 0.699658480632003 0.6905224218506628 0.6905212331689468 ], [3.633903806267097e-101 1.2625727667504869e-98 3.0259462997993873e-93 2.0023240062421623e-84 3.441096665747468e-71 1.8965981521753664e-52 5.180317196147031e-29 2.831049500622295e-07 1.9969607205568847e-06 4.561345896650834e-06 1.4473496395518926e-05 3.8124341279014885e-05 0.00013260830735834417 0.00015826297579006992 0.00032041799441467087 ],8-Sep-13,0.137041352
jcf00937990093815,32,389, [0.2016806722689076 0.6050420168067228 1.0084033613445378 1.411764705882353 1.8151260504201683 2.2184873949579833 2.6218487394957988 3.025210084033614 4.235294117647059 4.638655462184874 6.2521008403361344 6.655462184873951 8.672268907563025 10.6890756302521 8.26890756302521 ], [1.2041861706275536 1.1997918473364957 0.7870163447428954 0.7869911978476107 0.7790873810339306 0.7790617499035932 0.7765001470515287 0.7658373976523145 0.7449303213883808 0.7449090612432686 0.7422945671815316 0.712229101863486 0.7121129605239221 0.7018026809369948 0.7017889013890989 ], [7.162564386709895e-112 2.720186711339571e-108 6.195675052031747e-101 1.629007368715758e-89 4.2489428787758484e-74 1.778013597822178e-55 1.138299967421479e-33 1.853487385055669e-11 1.762340169353059e-07 4.436809077847096e-06 5.324839581820286e-06 6.2970011514090835e-06 1.7739698256301745e-05 3.547407004824e-05 5.422895238620387e-05 ],8-Sep-13,0.14743077
jf_94173-94175,112,320, [0.3461538461538462 1.0384615384615388 1.7307692307692308 2.4230769230769234 3.1153846153846154 6.5769230769230775 5.884615384615385 7.26923076923077 3.807692307692308 10.03846153846154 10.730769230769234 9.346153846153848 13.500000000000002 11.423076923076925 16.961538461538463 ], [0.8958262009974671 0.8307693391959633 0.6815512216620271 0.6725597867288439 0.6716887290685635 0.6651113907547044 0.6421150275396411 0.6417843217484713 0.6329255881637947 0.6261573372386019 0.626149453352401 0.6248511529570316 0.6079144835274676 0.5509497643189609 0.5498249344318421 ], [5.193804024187073e-48 8.931335793977724e-46 9.793655451436258e-41 7.398031611027927e-32 1.2368342870473818e-18 2.3465504717973625e-08 8.867856275566421e-06 6.73814646256791e-05 0.00014666953679037353 0.0006540795767244265 0.002550542009158806 0.06951642062629645 0.2623425524319854 0.2820103944498882 0.3250971155397796 ],8-Sep-13,0.109677681
